1119879168	73402979
1119879168	36117822
1119879168	18734310
1119879168	203567738
1119879168	419654149
1119879168	2955039171
1119879168	2147970115
1119879168	2864182998
1119879168	23457682
1119879168	205373019
1119879168	250831586
1119879168	183310940
1119879168	46002097
1119879168	635832350
1119879168	15809249
1119879168	16588111
1119879168	20545055
1119879168	40927173
1119879168	289435235
1119879168	37710752
1119879168	17471979
1119879168	11348282
1119879168	23962323
1119879168	25053299
1119879168	91478624
1119879168	15110357
1119879168	14199378
1119879168	1367531
1119879168	17629860
1119879168	1344951
1119879168	259379883
1119879168	23151437
1119879168	22677790
1119879168	15485441
1119879168	19426551
1119879168	18479513
1119879168	19330043
568463451	1119879168
260403097	1119879168
3042083928	1119879168
3041951044	1119879168
2147970115	1119879168
2864182998	1119879168
46002097	1119879168
635832350	1119879168
457179140	45266183
457179140	219041453
457179140	135019364
457179140	92335697
457179140	15220473
457179140	819675955094384640
457179140	42519612
457179140	141944292
457179140	17174309
457179140	2300629838
457179140	532765950
457179140	2339216568
457179140	2233154425
457179140	18027276
457179140	326053378
457179140	373739095
457179140	871207347707949056
457179140	523256272
457179140	2716721012
457179140	495572088
457179140	23497233
457179140	147305691
457179140	60995003
457179140	1129296061
457179140	357839393
457179140	325867787
457179140	325867599
457179140	742051266
457179140	325871376
457179140	722554099
457179140	67418441
457179140	489387676
457179140	342560704
457179140	835618741262118912
457179140	956586086855299073
457179140	204856343
457179140	22844236
457179140	841870130095222784
457179140	22151557
457179140	21677409
457179140	14934818
457179140	20177423
457179140	136361303
457179140	15744329
457179140	1372178610
457179140	69693290
457179140	71359840
457179140	290081566
457179140	43121121
457179140	76770126
457179140	27953176
457179140	19665893
457179140	25140894
457179140	15225275
457179140	26035198
457179140	41707730
457179140	15613133
457179140	18912121
457179140	625927199
457179140	25087685
457179140	89084561
457179140	52507949
457179140	16697350
457179140	1345547053
457179140	376523223
457179140	9695312
457179140	28471026
457179140	2747584099
457179140	84424885
457179140	27260086
457179140	23375688
457179140	21111883
457179140	4038362244
457179140	27989078
457179140	809877507650424832
457179140	23613479
457179140	319433776
457179140	9890492
457179140	469414542
457179140	14085040
457179140	88769457
457179140	227837742
457179140	612662672
457179140	15846407
457179140	58545637
457179140	166739404
457179140	818876014390603776
457179140	701725963
457179140	62513246
457179140	3178814563
457179140	20545055
457179140	82170735
457179140	491236060
457179140	398289794
457179140	2623935663
457179140	2619039243
457179140	561684253
457179140	77888423
457179140	29828364
457179140	61501426
457179140	22940219
457179140	24606439
457179140	19397785
457179140	943253731143020545
457179140	950583256977739781
457179140	704881118000971777
457179140	129731949
457179140	28134825
457179140	18220767
457179140	19294897
457179140	46186400
457179140	2544850862
457179140	1241782441
457179140	739784130
457179140	129528518
457179140	17446621
457179140	16331010
457179140	16312576
457179140	22179997
457179140	2883841
457179140	3982591587
457179140	3456248538
457179140	3402249335
457179140	800119806892470272
457179140	766761534617890816
457179140	2211288620
457179140	373348606
457179140	30973
457179140	39364684
457179140	3117314104
457179140	129845242
457179140	31328425
457179140	116362700
457179140	25708791
457179140	17546747
457179140	22037477
457179140	256883252
457179140	936069234781716480
457179140	72075547
457179140	160622433
457179140	2771534357
457179140	19248106
457179140	942247339686801408
457179140	400539441
457179140	1706564233
457179140	2756465445
457179140	4105857987
457179140	2927400907
457179140	154280902
457179140	15033883
457179140	16573941
457179140	913812620
457179140	502060081
457179140	23872098
457179140	4660568062